id,host_identity_verified,neighbourhood_group,cancellation_policy,room_type,construction_year,price_us_dol,service_fee,minimum_nights,number_of_reviews,review_rate_number
5062950,verified,manhattan,strict,private room,2021,570,114,1,2,2
14230578,unconfirmed,manhattan,flexible,entire home/apt,2015,421,84,5,3,4
52846842,unconfirmed,queens,strict,private room,2013,1163,233,1,40,3
24727592,unconfirmed,bronx,strict,entire home/apt,2011,833,167,1,28,5
12751519,verified,queens,flexible,entire home/apt,2009,1098,220,5,14,5
13297743,verified,staten island,strict,private room,2021,868,174,2,12,4
36460101,unconfirmed,manhattan,flexible,entire home/apt,2012,298,60,30,1,2
22368166,unconfirmed,manhattan,flexible,entire home/apt,2010,1165,233,30,0,5
19884473,unconfirmed,queens,strict,private room,2015,341,68,30,5,2
30420148,verified,queens,strict,entire home/apt,2012,1040,208,2,74,2
52364131,unconfirmed,brooklyn,strict,entire home/apt,2010,488,98,3,0,5
24008497,unconfirmed,brooklyn,flexible,shared room,2007,243,49,20,2,5
26490533,unconfirmed,manhattan,flexible,entire home/apt,2019,1119,224,3,4,3
13367333,verified,brooklyn,strict,private room,2018,1063,213,30,9,2
23861585,unconfirmed,manhattan,moderate,entire home/apt,2008,121,24,2,7,2
49995869,unconfirmed,bronx,moderate,entire home/apt,2009,1152,230,2,2,2
28293241,verified,manhattan,strict,entire home/apt,2016,382,76,1,0,3
26260777,unconfirmed,queens,strict,private room,2003,774,155,1,1,2
8868850,verified,manhattan,moderate,private room,2004,1073,215,2,1,1
29053758,verified,manhattan,flexible,private room,2019,535,107,2,224,5
39963340,verified,manhattan,flexible,private room,2016,920,184,3,1,4
54345232,unconfirmed,bronx,moderate,entire home/apt,2017,566,113,1,50,3
57070280,verified,brooklyn,strict,entire home/apt,2019,1105,221,2,26,3
12257762,unconfirmed,queens,moderate,entire home/apt,2017,859,172,1,150,2
50010229,verified,brooklyn,strict,private room,2005,1178,236,1,1,2
32361482,verified,brooklyn,flexible,entire home/apt,2022,743,149,30,56,3
13946696,verified,manhattan,strict,private room,2020,669,134,1,2,5
9234472,verified,manhattan,moderate,entire home/apt,2016,821,164,2,136,2
43494193,verified,brooklyn,moderate,private room,2015,831,166,2,19,2
25896259,verified,manhattan,moderate,private room,2013,915,183,1,0,3
4346617,unconfirmed,manhattan,strict,entire home/apt,2008,435.4,87,2,36,1
15913988,verified,manhattan,strict,entire home/apt,2012,864,173,3,0,5
12903953,unconfirmed,manhattan,flexible,entire home/apt,2010,57,11,2,0,2
8340851,unconfirmed,manhattan,moderate,entire home/apt,2010,117,23,2,10,2
27346046,unconfirmed,manhattan,strict,entire home/apt,2007,566,113,1,1,3
19567453,verified,manhattan,flexible,private room,2007,1112,222,1,7,3
1925886,verified,brooklyn,moderate,private room,2021,437,87,4,32,2
5006616,verified,brooklyn,flexible,entire home/apt,2016,716,143,2,8,5
17488596,verified,brooklyn,flexible,private room,2020,1096,219,1,0,3
7431765,verified,manhattan,strict,entire home/apt,2003,662,132,30,0,2
30278207,verified,brooklyn,flexible,entire home/apt,2019,1197,239,3,8,4
53450506,verified,manhattan,flexible,private room,2003,528,106,1,81,4
20210330,verified,queens,flexible,private room,2006,561,112,1,12,3
42739752,verified,brooklyn,strict,private room,2009,621,124,1,0,2
50526629,verified,manhattan,strict,private room,2022,290,58,6,117,1
51086109,verified,manhattan,moderate,entire home/apt,2014,381,76,2,4,3
21250311,unconfirmed,manhattan,moderate,entire home/apt,2010,780,156,30,2,2
18974283,unconfirmed,brooklyn,strict,private room,2013,233,47,1,1,4
6812084,verified,brooklyn,moderate,entire home/apt,2013,142,28,2,141,4
53806739,verified,manhattan,strict,private room,2005,1022,204,2,11,5
24444262,verified,bronx,moderate,private room,2003,1200,240,1,0,2
51039164,verified,brooklyn,moderate,entire home/apt,2004,907,181,7,8,3
31650672,unconfirmed,manhattan,strict,entire home/apt,2015,540,108,3,8,3
7091548,unconfirmed,manhattan,flexible,entire home/apt,2009,111,22,1,0,5
24984964,unconfirmed,brooklyn,flexible,private room,2010,255,51,1,0,3
36222612,unconfirmed,queens,strict,private room,2004,1072,214,2,35,4
40111908,unconfirmed,brooklyn,moderate,entire home/apt,2012,890,178,28,33,5
6017325,unconfirmed,bronx,moderate,private room,2006,396,79,3,20,5
35703450,unconfirmed,manhattan,moderate,entire home/apt,2012,935,187,30,10,2
36581607,verified,manhattan,strict,private room,2010,1021,204,20,1,2
12891250,unconfirmed,queens,moderate,entire home/apt,2003,986,197,4,3,2
52313320,unconfirmed,manhattan,strict,entire home/apt,2006,68,14,2,20,3
37619931,unconfirmed,queens,flexible,entire home/apt,2016,1193,239,30,4,3
9851944,unconfirmed,brooklyn,strict,entire home/apt,2019,204,41,7,6,3
5175067,verified,manhattan,strict,entire home/apt,2013,966,193,1,178,3
57044874,unconfirmed,manhattan,moderate,private room,2021,856,171,1,25,3
44774977,unconfirmed,manhattan,flexible,entire home/apt,2013,1065,213,1,161,1
56030299,unconfirmed,queens,moderate,private room,2011,148,30,4,104,4
18261816,verified,queens,strict,private room,2019,619,124,1,94,4
35267133,verified,brooklyn,moderate,entire home/apt,2022,625,125,2,5,2
27586297,verified,manhattan,flexible,private room,2010,1004,201,2,0,5
8146441,unconfirmed,brooklyn,moderate,private room,2010,780,156,10,2,2
1855744,verified,brooklyn,flexible,private room,2012,1165,233,4,190,5
11877780,unconfirmed,brooklyn,moderate,entire home/apt,2006,1128,226,7,1,4
5239134,verified,brooklyn,strict,private room,2016,750,150,3,16,2
20621794,unconfirmed,manhattan,flexible,entire home/apt,2015,509,102,2,0,2
46118171,unconfirmed,brooklyn,flexible,entire home/apt,2008,233,47,4,6,3
49809744,verified,queens,moderate,private room,2012,150,30,30,1,2
19063755,verified,brooklyn,strict,private room,2015,291,58,3,2,3
30855913,verified,manhattan,strict,private room,2022,130,26,5,58,3
51732300,unconfirmed,manhattan,strict,private room,2013,842,168,3,26,2
37467496,verified,brooklyn,flexible,entire home/apt,2003,721,144,3,4,5
15837771,verified,queens,strict,private room,2014,833,167,2,49,5
30188734,verified,brooklyn,flexible,private room,2016,872,174,1,70,5
46656663,verified,manhattan,flexible,private room,2004,1110,222,2,57,2
14152704,unconfirmed,brooklyn,moderate,entire home/apt,2005,1038,208,2,13,1
18101096,unconfirmed,brooklyn,flexible,entire home/apt,2022,934,187,2,1,2
12468741,verified,brooklyn,strict,entire home/apt,2011,136,27,2,105,2
20382648,unconfirmed,brooklyn,moderate,private room,2018,1139,228,3,9,4
5874279,unconfirmed,queens,strict,entire home/apt,2022,165,33,3,3,3
7797940,verified,brooklyn,strict,entire home/apt,2021,882,176,2,4,4
50918210,unconfirmed,brooklyn,flexible,entire home/apt,2016,1124,225,4,2,5
18417564,unconfirmed,manhattan,moderate,shared room,2018,1028,206,100,0,4
21315482,verified,manhattan,flexible,shared room,2016,1148,230,1,1,2
36384436,verified,manhattan,flexible,entire home/apt,2004,558,112,30,71,5
45365938,unconfirmed,brooklyn,strict,private room,2014,88,18,5,3,2
37403981,unconfirmed,queens,moderate,private room,2005,324,65,4,72,2
4185898,verified,manhattan,flexible,entire home/apt,2010,853,171,1,0,4
14907698,unconfirmed,brooklyn,strict,private room,2020,331,66,1,1,5
3040428,unconfirmed,manhattan,strict,entire home/apt,2022,479,96,2,47,3
2819508,verified,manhattan,flexible,entire home/apt,2008,796,159,1,1,5
37275295,unconfirmed,brooklyn,strict,private room,2012,1137,227,3,131,2
45983962,verified,brooklyn,strict,entire home/apt,2003,812,162,2,6,1
37584031,verified,brooklyn,flexible,entire home/apt,2012,898,180,30,15,2
39844595,verified,manhattan,flexible,entire home/apt,2009,646,129,30,13,2
21461290,verified,staten island,flexible,private room,2021,356,71,1,29,3
2795206,unconfirmed,manhattan,strict,entire home/apt,2008,774,155,3,177,3
30132400,verified,manhattan,flexible,entire home/apt,2005,336,67,3,21,4
53764212,verified,manhattan,flexible,entire home/apt,2022,153,31,8,1,2
35188154,unconfirmed,brooklyn,flexible,private room,2017,795,159,30,3,2
50252136,verified,brooklyn,strict,private room,2022,69,14,1,52,3
56467168,unconfirmed,brooklyn,flexible,private room,2017,558,112,9,6,1
16871677,verified,queens,strict,private room,2020,364,73,1,32,5
45440499,verified,brooklyn,flexible,private room,2004,988,198,5,13,5
51049105,verified,queens,moderate,private room,2016,538,108,4,125,4
56889678,unconfirmed,manhattan,strict,private room,2016,990,198,2,1,5
3798183,unconfirmed,brooklyn,moderate,entire home/apt,2011,287,57,3,117,3
11974432,verified,bronx,strict,private room,2008,902,180,1,0,3
15517437,unconfirmed,manhattan,flexible,private room,2009,1123,225,28,0,2
47712109,verified,manhattan,moderate,private room,2022,1112,222,1,5,4
7621756,verified,queens,flexible,entire home/apt,2015,203,41,1,1,4
19378566,verified,manhattan,flexible,private room,2020,462,92,2,0,3
32230587,unconfirmed,manhattan,strict,private room,2012,1114,223,2,1,3
8771092,unconfirmed,manhattan,moderate,entire home/apt,2014,539,108,2,0,5
28230278,unconfirmed,manhattan,moderate,entire home/apt,2016,989,198,3,0,3
22142275,verified,brooklyn,strict,private room,2003,119,24,3,15,2
15093271,unconfirmed,brooklyn,flexible,private room,2022,1131,226,2,38,5
4713897,unconfirmed,brooklyn,strict,entire home/apt,2009,203,41,3,18,4
33999604,unconfirmed,brooklyn,moderate,entire home/apt,2012,573,115,30,3,5
23024299,verified,manhattan,moderate,entire home/apt,2011,91,18,3,0,2
27641527,unconfirmed,queens,strict,private room,2014,1167,233,28,0,4
50497910,verified,manhattan,moderate,entire home/apt,2016,329,66,7,58,2
24191308,unconfirmed,manhattan,moderate,entire home/apt,2017,805,161,2,5,2
51510828,verified,manhattan,moderate,private room,2009,324,65,5,66,2
20129142,verified,brooklyn,moderate,private room,2008,1034,207,2,2,2
3342536,unconfirmed,brooklyn,flexible,entire home/apt,2013,314,63,3,1,1
19048843,unconfirmed,manhattan,flexible,private room,2005,1022,204,2,11,5
5525225,unconfirmed,brooklyn,strict,private room,2004,384,77,3,12,3
54982586,verified,manhattan,flexible,entire home/apt,2017,76,15,4,5,4
39789917,verified,brooklyn,strict,entire home/apt,2016,207,41,7,28,1
10498135,verified,brooklyn,flexible,entire home/apt,2017,743,149,2,0,4
8661737,verified,brooklyn,strict,private room,2005,1084,217,1,5,1
28749993,unconfirmed,manhattan,strict,entire home/apt,2005,878,176,4,110,2
12026901,verified,manhattan,moderate,entire home/apt,2006,458,92,8,4,3
51222527,verified,brooklyn,strict,private room,2015,1063,213,1,2,5
1183043,verified,brooklyn,flexible,private room,2017,1065,213,8,7,3
19375252,unconfirmed,brooklyn,flexible,entire home/apt,2011,349,70,7,1,5
4832641,unconfirmed,queens,strict,private room,2013,175,35,7,30,5
30754842,verified,manhattan,strict,private room,2009,636,127,1,49,3
46563877,unconfirmed,manhattan,moderate,private room,2012,353,71,1,89,2
7621204,unconfirmed,manhattan,moderate,entire home/apt,2021,752,150,1,1,2
51660501,unconfirmed,brooklyn,moderate,entire home/apt,2006,514,103,5,0,4
12401360,unconfirmed,manhattan,flexible,private room,2006,1169,234,1,36,3
9466990,unconfirmed,queens,flexible,entire home/apt,2021,97,19,2,3,3
6831415,unconfirmed,brooklyn,strict,private room,2015,695,139,1,40,3
21402746,verified,brooklyn,flexible,private room,2020,233,47,1,8,4
42165360,verified,queens,strict,private room,2013,193,39,20,2,4
49815819,unconfirmed,manhattan,moderate,private room,2022,654,131,2,1,2
57217744,verified,brooklyn,moderate,entire home/apt,2016,312,62,30,6,5
13337509,verified,brooklyn,strict,private room,2011,63,13,2,12,5
25394218,verified,manhattan,strict,entire home/apt,2010,1016,203,1,7,2
41955486,verified,queens,moderate,private room,2016,365,73,30,0,2
14264268,unconfirmed,brooklyn,strict,entire home/apt,2008,1089,218,2,52,3
17873549,unconfirmed,manhattan,moderate,private room,2021,93,19,30,4,3
11589479,verified,brooklyn,moderate,entire home/apt,2007,555,111,4,8,1
5350146,verified,manhattan,strict,private room,2010,323,65,3,2,5
35869692,unconfirmed,brooklyn,flexible,entire home/apt,2018,677,135,4,27,4
52202860,verified,manhattan,flexible,entire home/apt,2009,941,188,31,1,2
32384127,verified,brooklyn,strict,private room,2007,1138,228,2,89,4
16053720,unconfirmed,brooklyn,flexible,entire home/apt,2004,336,67,6,5,4
22916048,verified,brooklyn,flexible,private room,2014,927,185,1,10,5
29660183,verified,manhattan,strict,entire home/apt,2013,404,81,2,32,2
46756630,unconfirmed,brooklyn,strict,entire home/apt,2009,203,41,1,115,4
17196429,unconfirmed,queens,flexible,private room,2011,1150,230,2,0,5
24388480,unconfirmed,brooklyn,strict,private room,2006,1023,205,5,18,2
57179083,unconfirmed,brooklyn,flexible,entire home/apt,2016,1164,233,4,0,3
31582739,unconfirmed,manhattan,moderate,private room,2018,587,117,1,15,2
23694791,unconfirmed,bronx,moderate,private room,2009,720,144,1,14,5
2553299,unconfirmed,manhattan,flexible,private room,2003,1167,233,4,131,3
41646750,verified,manhattan,flexible,private room,2008,1167,233,3,7,4
36868250,unconfirmed,manhattan,strict,hotel room,2014,1113,223,30,2,4
38603025,verified,brooklyn,moderate,private room,2012,644,129,3,13,3
8259110,unconfirmed,brooklyn,strict,entire home/apt,2019,758,152,3,6,5
44207765,unconfirmed,manhattan,moderate,entire home/apt,2020,438,88,5,9,5
12684690,unconfirmed,manhattan,strict,private room,2016,652,130,6,5,1
50141124,verified,manhattan,strict,entire home/apt,2003,694,139,30,0,1
15496450,verified,brooklyn,strict,private room,2019,307,61,1,35,2
29730877,verified,manhattan,flexible,entire home/apt,2004,409,82,3,106,5
15461102,verified,manhattan,strict,entire home/apt,2019,1053,211,15,8,5
1651393,unconfirmed,brooklyn,moderate,private room,2008,512,102,1,184,2
26847319,verified,manhattan,flexible,private room,2006,576,115,30,2,4
22781287,verified,brooklyn,moderate,private room,2011,347,69,1,3,3
31917433,unconfirmed,manhattan,flexible,entire home/apt,2021,601,120,30,6,4
20374915,verified,brooklyn,flexible,entire home/apt,2003,932,186,2,2,5
11629245,unconfirmed,manhattan,flexible,private room,2004,475,95,3,8,5
47812075,verified,manhattan,moderate,private room,2018,644,129,1,1,4
28511399,unconfirmed,brooklyn,strict,entire home/apt,2008,139,28,1,124,2
31112732,verified,manhattan,flexible,entire home/apt,2013,231,46,1,48,2
20032489,unconfirmed,queens,strict,private room,2009,430,86,4,3,2
42012373,unconfirmed,manhattan,flexible,entire home/apt,2021,673,135,1,10,4
22807797,verified,brooklyn,flexible,entire home/apt,2021,1049,210,2,12,4
15434592,unconfirmed,manhattan,flexible,entire home/apt,2021,64,13,1,1,2
20346748,verified,manhattan,strict,entire home/apt,2022,625,125,3,28,2
33245715,verified,brooklyn,flexible,entire home/apt,2015,1131,226,2,27,3
17692394,verified,queens,flexible,private room,2021,634,127,2,3,5
32499557,verified,bronx,flexible,entire home/apt,2009,793,159,3,18,5
39883256,verified,brooklyn,strict,private room,2016,993,199,3,58,2
13757257,verified,brooklyn,moderate,private room,2011,785,157,2,3,4
4815520,unconfirmed,manhattan,moderate,entire home/apt,2011,398,80,4,9,3
41592625,unconfirmed,brooklyn,moderate,private room,2009,609,122,3,0,4
10582084,verified,manhattan,moderate,entire home/apt,2005,595,119,3,27,3
33954868,verified,brooklyn,flexible,private room,2017,409,82,1,2,4
25472644,unconfirmed,manhattan,strict,entire home/apt,2012,706,141,1,1,5
12326248,unconfirmed,brooklyn,moderate,private room,2021,1148,230,1,0,2
45597352,verified,brooklyn,strict,private room,2014,636,127,5,0,5
46746688,verified,brooklyn,moderate,private room,2017,141,28,4,0,5
31860546,verified,manhattan,flexible,entire home/apt,2018,131,26,30,161,5
46067911,unconfirmed,manhattan,strict,private room,2004,664,133,2,3,4
56084424,verified,queens,flexible,private room,2014,1086,217,30,0,4
26984290,unconfirmed,manhattan,moderate,entire home/apt,2007,155,31,28,0,3
16233218,unconfirmed,brooklyn,strict,private room,2010,887,177,3,15,5
42505024,verified,brooklyn,moderate,private room,2016,1025,205,10,0,3
8035429,verified,brooklyn,moderate,entire home/apt,2017,1170,234,20,0,3
6578461,unconfirmed,brooklyn,strict,private room,2015,338,68,1,3,4
30146759,verified,brooklyn,flexible,entire home/apt,2012,903,181,3,63,2
3576711,unconfirmed,manhattan,strict,entire home/apt,2006,440,88,4,14,5
46972027,unconfirmed,queens,moderate,private room,2014,1000,200,1,5,5
56189361,unconfirmed,manhattan,strict,private room,2004,675,135,5,25,1
42441510,unconfirmed,bronx,moderate,entire home/apt,2021,123,25,2,16,4
47064261,unconfirmed,brooklyn,flexible,private room,2012,509,102,21,1,5
12848171,verified,brooklyn,moderate,entire home/apt,2017,386,77,6,12,3
35599065,verified,bronx,moderate,private room,2018,152,30,7,1,5
21316035,unconfirmed,brooklyn,moderate,private room,2018,138,28,2,1,4
41511436,unconfirmed,queens,moderate,entire home/apt,2006,1103,221,30,0,4
36349641,unconfirmed,queens,moderate,entire home/apt,2014,738,148,2,2,5
9580764,verified,manhattan,strict,entire home/apt,2018,657,131,1,0,1
8065253,unconfirmed,brooklyn,moderate,private room,2022,726,145,14,18,2
9501785,verified,manhattan,strict,entire home/apt,2012,1121,224,4,0,4
43569306,unconfirmed,manhattan,moderate,entire home/apt,2006,974,195,2,0,1
52908147,unconfirmed,brooklyn,moderate,entire home/apt,2015,104,21,1,50,2
25171641,verified,brooklyn,moderate,entire home/apt,2014,708,142,2,9,5
57221610,verified,manhattan,flexible,entire home/apt,2011,583,117,30,3,2
56258951,verified,manhattan,moderate,entire home/apt,2006,458,92,8,4,3
32907707,unconfirmed,brooklyn,moderate,private room,2019,460,92,30,2,4
